17.939	0.055	1755	0.36
17.423	0.022	4000.87	0.438
15.702	0.058	3597.28	0.545
14.333	0.03	2432.84	0.798
13.803	0.026	1594	1.235
13.623	0.042	1024	1.662
13.551	0.047	666.8	2.159
12.922	0.024	309.54	3.3526
12.389	0.029	280.9	3.507511
11.431	0.027	179.7	4.485
11.821	0.021	171.79	4.6028
10.572	0.027	115	5.7285
9.752	0.03	64.14	7.8925
9.522	0.029	31.676	11.5608
8.441	0.208	8.3635	22.0883

